Name,Level,Type,Stats,Move Pool
metapod,50,['bug'],"{'hp': 50, 'attack': 20, 'defense': 55, 'special-attack': 25, 'special-defense': 25, 'speed': 30}",{}
butterfree,50,"['bug', 'flying']","{'hp': 60, 'attack': 45, 'defense': 50, 'special-attack': 90, 'special-defense': 80, 'speed': 70}","{'razor-wind': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'psybeam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'solar-beam': {'accuracy': 100, 'power': 120, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'confusion': {'accuracy': 100, 'power': 50, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'psychic': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'psywave': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}}"
weedle,50,"['bug', 'poison']","{'hp': 40, 'attack': 35, 'defense': 30, 'special-attack': 20, 'special-defense': 20, 'speed': 50}","{'poison-sting': {'accuracy': 100, 'power': 15, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'poison'}}"
kakuna,50,"['bug', 'poison']","{'hp': 45, 'attack': 25, 'defense': 50, 'special-attack': 25, 'special-defense': 25, 'speed': 35}",{}
beedrill,50,"['bug', 'poison']","{'hp': 65, 'attack': 90, 'defense': 40, 'special-attack': 45, 'special-defense': 80, 'speed': 75}","{'cut': {'accuracy': 95, 'power': 50, 'pp': 30, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'fury-attack': {'accuracy': 85, 'power': 15, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'twineedle': {'accuracy': 100, 'power': 25, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'bug'}, 'pin-missile': {'accuracy': 95, 'power': 25, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'bug'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
pidgey,50,"['normal', 'flying']","{'hp': 40, 'attack': 45, 'defense': 40, 'special-attack': 35, 'special-defense': 35, 'speed': 56}","{'razor-wind': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'gust': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'special', 'type': 'flying'}, 'wing-attack': {'accuracy': 100, 'power': 60, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'fly': {'accuracy': 95, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'quick-attack': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'sky-attack': {'accuracy': 90, 'power': 140, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}}"
pidgeotto,50,"['normal', 'flying']","{'hp': 63, 'attack': 60, 'defense': 55, 'special-attack': 50, 'special-defense': 50, 'speed': 71}","{'razor-wind': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'gust': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'special', 'type': 'flying'}, 'wing-attack': {'accuracy': 100, 'power': 60, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'fly': {'accuracy': 95, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'quick-attack': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'sky-attack': {'accuracy': 90, 'power': 140, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}}"
pidgeot,50,"['normal', 'flying']","{'hp': 83, 'attack': 80, 'defense': 75, 'special-attack': 70, 'special-defense': 70, 'speed': 101}","{'razor-wind': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'gust': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'special', 'type': 'flying'}, 'wing-attack': {'accuracy': 100, 'power': 60, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'fly': {'accuracy': 95, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'quick-attack': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'sky-attack': {'accuracy': 90, 'power': 140, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}}"
rattata,50,['normal'],"{'hp': 30, 'attack': 56, 'defense': 35, 'special-attack': 25, 'special-defense': 35, 'speed': 72}","{'tackle': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'dig': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'quick-attack': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'hyper-fang': {'accuracy': 90, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'super-fang': {'accuracy': 90, 'power': None, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
raticate,50,['normal'],"{'hp': 55, 'attack': 81, 'defense': 60, 'special-attack': 50, 'special-defense': 70, 'speed': 97}","{'tackle': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'dig': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'quick-attack': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'hyper-fang': {'accuracy': 90, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'super-fang': {'accuracy': 90, 'power': None, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
spearow,50,"['normal', 'flying']","{'hp': 40, 'attack': 60, 'defense': 30, 'special-attack': 31, 'special-defense': 31, 'speed': 70}","{'razor-wind': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'fly': {'accuracy': 95, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'fury-attack': {'accuracy': 85, 'power': 15, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'peck': {'accuracy': 100, 'power': 35, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'drill-peck': {'accuracy': 100, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'sky-attack': {'accuracy': 90, 'power': 140, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}}"
fearow,50,"['normal', 'flying']","{'hp': 65, 'attack': 90, 'defense': 65, 'special-attack': 61, 'special-defense': 61, 'speed': 100}","{'razor-wind': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'fly': {'accuracy': 95, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'fury-attack': {'accuracy': 85, 'power': 15, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'peck': {'accuracy': 100, 'power': 35, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'drill-peck': {'accuracy': 100, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'sky-attack': {'accuracy': 90, 'power': 140, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}}"
ekans,50,['poison'],"{'hp': 35, 'attack': 60, 'defense': 44, 'special-attack': 40, 'special-defense': 54, 'speed': 55}","{'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'wrap': {'accuracy': 90, 'power': 15, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'poison-sting': {'accuracy': 100, 'power': 15, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'poison'}, 'bite': {'accuracy': 100, 'power': 60, 'pp': 25, 'priority': 0, 'damage_class': 'physical', 'type': 'dark'}, 'acid': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 0, 'damage_class': 'special', 'type': 'poison'}, 'strength': {'accuracy': 100, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'earthquake': {'accuracy': 100, 'power': 100, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'fissure': {'accuracy': 30, 'power': None, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'dig': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'rock-slide': {'accuracy': 90, 'power': 75, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'rock'}}"
arbok,50,['poison'],"{'hp': 60, 'attack': 95, 'defense': 69, 'special-attack': 65, 'special-defense': 79, 'speed': 80}","{'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'wrap': {'accuracy': 90, 'power': 15, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'poison-sting': {'accuracy': 100, 'power': 15, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'poison'}, 'bite': {'accuracy': 100, 'power': 60, 'pp': 25, 'priority': 0, 'damage_class': 'physical', 'type': 'dark'}, 'acid': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 0, 'damage_class': 'special', 'type': 'poison'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'strength': {'accuracy': 100, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'earthquake': {'accuracy': 100, 'power': 100, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'fissure': {'accuracy': 30, 'power': None, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'dig': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'rock-slide': {'accuracy': 90, 'power': 75, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'rock'}}"
pikachu,50,['electric'],"{'hp': 35, 'attack': 55, 'defense': 40, 'special-attack': 50, 'special-defense': 50, 'speed': 90}","{'mega-punch': {'accuracy': 85, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'pay-day': {'accuracy': 100, 'power': 40, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-kick': {'accuracy': 75, 'power': 120, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'surf': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'submission': {'accuracy': 80, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'seismic-toss': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'thunder-shock': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'quick-attack': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
raichu,50,['electric'],"{'hp': 60, 'attack': 90, 'defense': 55, 'special-attack': 90, 'special-defense': 80, 'speed': 110}","{'mega-punch': {'accuracy': 85, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'pay-day': {'accuracy': 100, 'power': 40, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-kick': {'accuracy': 75, 'power': 120, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'submission': {'accuracy': 80, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'seismic-toss': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'thunder-shock': {'accuracy': 100, 'power': 40, 'pp': 30, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
sandshrew,50,['ground'],"{'hp': 50, 'attack': 75, 'defense': 85, 'special-attack': 20, 'special-defense': 30, 'speed': 40}","{'scratch': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'cut': {'accuracy': 95, 'power': 50, 'pp': 30, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'poison-sting': {'accuracy': 100, 'power': 15, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'poison'}, 'submission': {'accuracy': 80, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'seismic-toss': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'strength': {'accuracy': 100, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'earthquake': {'accuracy': 100, 'power': 100, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'fissure': {'accuracy': 30, 'power': None, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'dig': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'fury-swipes': {'accuracy': 80, 'power': 18, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'rock-slide': {'accuracy': 90, 'power': 75, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'rock'}, 'slash': {'accuracy': 100, 'power': 70, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
